humidity,light,moisture,temperature,timestamp,hour,minute,day,week,month,year
89.64,0.0,100.0,28.06,2025-07-07 06:14:02+07:00,2025-07-07 06:00:00+07:00,14,2025-07-07 00:00:00+07:00,28,7,2025
89.63,0.0,100.0,28.04,2025-07-07 06:14:32+07:00,2025-07-07 06:00:00+07:00,14,2025-07-07 00:00:00+07:00,28,7,2025
89.62,0.0,100.0,28.04,2025-07-07 06:15:02+07:00,2025-07-07 06:00:00+07:00,15,2025-07-07 00:00:00+07:00,28,7,2025
89.65,0.0,100.0,28.06,2025-07-07 06:15:32+07:00,2025-07-07 06:00:00+07:00,15,2025-07-07 00:00:00+07:00,28,7,2025
89.66,0.0,100.0,28.06,2025-07-07 06:16:02+07:00,2025-07-07 06:00:00+07:00,16,2025-07-07 00:00:00+07:00,28,7,2025
89.67,0.0,100.0,28.03,2025-07-07 06:16:32+07:00,2025-07-07 06:00:00+07:00,16,2025-07-07 00:00:00+07:00,28,7,2025
89.69,0.0,100.0,28.06,2025-07-07 06:17:02+07:00,2025-07-07 06:00:00+07:00,17,2025-07-07 00:00:00+07:00,28,7,2025
89.69,0.0,100.0,28.06,2025-07-07 06:17:32+07:00,2025-07-07 06:00:00+07:00,17,2025-07-07 00:00:00+07:00,28,7,2025
89.77,0.0,100.0,28.09,2025-07-07 06:24:09+07:00,2025-07-07 06:00:00+07:00,24,2025-07-07 00:00:00+07:00,28,7,2025
89.76,0.0,100.0,28.07,2025-07-07 06:24:39+07:00,2025-07-07 06:00:00+07:00,24,2025-07-07 00:00:00+07:00,28,7,2025
89.76,0.0,100.0,28.09,2025-07-07 06:25:09+07:00,2025-07-07 06:00:00+07:00,25,2025-07-07 00:00:00+07:00,28,7,2025
89.71,0.0,100.0,28.09,2025-07-07 06:25:39+07:00,2025-07-07 06:00:00+07:00,25,2025-07-07 00:00:00+07:00,28,7,2025
89.7,0.0,100.0,28.1,2025-07-07 06:26:09+07:00,2025-07-07 06:00:00+07:00,26,2025-07-07 00:00:00+07:00,28,7,2025
89.68,0.0,100.0,28.1,2025-07-07 06:26:39+07:00,2025-07-07 06:00:00+07:00,26,2025-07-07 00:00:00+07:00,28,7,2025
89.66,0.0,100.0,28.1,2025-07-07 06:27:09+07:00,2025-07-07 06:00:00+07:00,27,2025-07-07 00:00:00+07:00,28,7,2025
89.66,0.0,100.0,28.12,2025-07-07 06:27:39+07:00,2025-07-07 06:00:00+07:00,27,2025-07-07 00:00:00+07:00,28,7,2025
89.69,0.0,100.0,28.12,2025-07-07 06:28:09+07:00,2025-07-07 06:00:00+07:00,28,2025-07-07 00:00:00+07:00,28,7,2025
89.68,0.0,100.0,28.1,2025-07-07 06:28:39+07:00,2025-07-07 06:00:00+07:00,28,2025-07-07 00:00:00+07:00,28,7,2025
89.67,0.0,100.0,28.12,2025-07-07 06:29:09+07:00,2025-07-07 06:00:00+07:00,29,2025-07-07 00:00:00+07:00,28,7,2025
89.63,0.0,100.0,28.13,2025-07-07 06:29:39+07:00,2025-07-07 06:00:00+07:00,29,2025-07-07 00:00:00+07:00,28,7,2025
89.58,0.0,100.0,28.13,2025-07-07 06:30:09+07:00,2025-07-07 06:00:00+07:00,30,2025-07-07 00:00:00+07:00,28,7,2025
89.65,0.0,100.0,28.12,2025-07-07 06:30:39+07:00,2025-07-07 06:00:00+07:00,30,2025-07-07 00:00:00+07:00,28,7,2025
89.63,0.0,100.0,28.14,2025-07-07 06:31:09+07:00,2025-07-07 06:00:00+07:00,31,2025-07-07 00:00:00+07:00,28,7,2025
89.62,0.0,100.0,28.14,2025-07-07 06:31:39+07:00,2025-07-07 06:00:00+07:00,31,2025-07-07 00:00:00+07:00,28,7,2025
89.53,0.0,100.0,28.14,2025-07-07 06:32:09+07:00,2025-07-07 06:00:00+07:00,32,2025-07-07 00:00:00+07:00,28,7,2025
89.5,0.0,100.0,28.17,2025-07-07 06:32:39+07:00,2025-07-07 06:00:00+07:00,32,2025-07-07 00:00:00+07:00,28,7,2025
89.46,0.0,100.0,28.18,2025-07-07 06:33:09+07:00,2025-07-07 06:00:00+07:00,33,2025-07-07 00:00:00+07:00,28,7,2025
89.43,0.0,100.0,28.18,2025-07-07 06:33:39+07:00,2025-07-07 06:00:00+07:00,33,2025-07-07 00:00:00+07:00,28,7,2025
89.42,0.0,100.0,28.18,2025-07-07 06:34:09+07:00,2025-07-07 06:00:00+07:00,34,2025-07-07 00:00:00+07:00,28,7,2025
89.4,0.0,100.0,28.2,2025-07-07 06:34:39+07:00,2025-07-07 06:00:00+07:00,34,2025-07-07 00:00:00+07:00,28,7,2025
89.38,0.0,100.0,28.18,2025-07-07 06:35:09+07:00,2025-07-07 06:00:00+07:00,35,2025-07-07 00:00:00+07:00,28,7,2025
89.41,0.0,100.0,28.21,2025-07-07 06:35:39+07:00,2025-07-07 06:00:00+07:00,35,2025-07-07 00:00:00+07:00,28,7,2025
89.39,0.0,100.0,28.21,2025-07-07 06:36:09+07:00,2025-07-07 06:00:00+07:00,36,2025-07-07 00:00:00+07:00,28,7,2025
89.42,0.0,100.0,28.23,2025-07-07 06:36:39+07:00,2025-07-07 06:00:00+07:00,36,2025-07-07 00:00:00+07:00,28,7,2025
89.39,0.0,100.0,28.23,2025-07-07 06:37:09+07:00,2025-07-07 06:00:00+07:00,37,2025-07-07 00:00:00+07:00,28,7,2025
89.37,0.0,100.0,28.24,2025-07-07 06:37:39+07:00,2025-07-07 06:00:00+07:00,37,2025-07-07 00:00:00+07:00,28,7,2025
89.32,0.0,100.0,28.25,2025-07-07 06:38:09+07:00,2025-07-07 06:00:00+07:00,38,2025-07-07 00:00:00+07:00,28,7,2025
89.29,0.0,100.0,28.24,2025-07-07 06:38:39+07:00,2025-07-07 06:00:00+07:00,38,2025-07-07 00:00:00+07:00,28,7,2025
89.3,0.0,100.0,28.27,2025-07-07 06:39:09+07:00,2025-07-07 06:00:00+07:00,39,2025-07-07 00:00:00+07:00,28,7,2025
89.24,0.0,100.0,28.25,2025-07-07 06:39:39+07:00,2025-07-07 06:00:00+07:00,39,2025-07-07 00:00:00+07:00,28,7,2025
89.19,0.0,100.0,28.27,2025-07-07 06:40:09+07:00,2025-07-07 06:00:00+07:00,40,2025-07-07 00:00:00+07:00,28,7,2025
89.15,0.0,100.0,28.27,2025-07-07 06:40:39+07:00,2025-07-07 06:00:00+07:00,40,2025-07-07 00:00:00+07:00,28,7,2025
89.15,0.0,100.0,28.27,2025-07-07 06:41:09+07:00,2025-07-07 06:00:00+07:00,41,2025-07-07 00:00:00+07:00,28,7,2025
89.11,0.0,100.0,28.28,2025-07-07 06:41:39+07:00,2025-07-07 06:00:00+07:00,41,2025-07-07 00:00:00+07:00,28,7,2025
89.08,0.0,100.0,28.3,2025-07-07 06:42:09+07:00,2025-07-07 06:00:00+07:00,42,2025-07-07 00:00:00+07:00,28,7,2025
89.06,0.0,100.0,28.32,2025-07-07 06:42:39+07:00,2025-07-07 06:00:00+07:00,42,2025-07-07 00:00:00+07:00,28,7,2025
89.06,0.0,100.0,28.3,2025-07-07 06:43:09+07:00,2025-07-07 06:00:00+07:00,43,2025-07-07 00:00:00+07:00,28,7,2025
89.05,0.0,100.0,28.33,2025-07-07 06:43:39+07:00,2025-07-07 06:00:00+07:00,43,2025-07-07 00:00:00+07:00,28,7,2025
89.02,0.0,100.0,28.33,2025-07-07 06:44:09+07:00,2025-07-07 06:00:00+07:00,44,2025-07-07 00:00:00+07:00,28,7,2025
88.98,0.0,100.0,28.33,2025-07-07 06:44:39+07:00,2025-07-07 06:00:00+07:00,44,2025-07-07 00:00:00+07:00,28,7,2025
88.97,0.0,100.0,28.36,2025-07-07 06:45:09+07:00,2025-07-07 06:00:00+07:00,45,2025-07-07 00:00:00+07:00,28,7,2025
88.93,0.0,100.0,28.33,2025-07-07 06:45:39+07:00,2025-07-07 06:00:00+07:00,45,2025-07-07 00:00:00+07:00,28,7,2025
88.91,0.0,100.0,28.34,2025-07-07 06:46:09+07:00,2025-07-07 06:00:00+07:00,46,2025-07-07 00:00:00+07:00,28,7,2025
88.9,0.0,100.0,28.36,2025-07-07 06:46:39+07:00,2025-07-07 06:00:00+07:00,46,2025-07-07 00:00:00+07:00,28,7,2025
88.87,0.0,100.0,28.36,2025-07-07 06:47:09+07:00,2025-07-07 06:00:00+07:00,47,2025-07-07 00:00:00+07:00,28,7,2025
88.87,0.0,100.0,28.39,2025-07-07 06:47:39+07:00,2025-07-07 06:00:00+07:00,47,2025-07-07 00:00:00+07:00,28,7,2025
88.81,0.0,100.0,28.37,2025-07-07 06:48:09+07:00,2025-07-07 06:00:00+07:00,48,2025-07-07 00:00:00+07:00,28,7,2025
88.86,0.0,100.0,28.37,2025-07-07 06:48:39+07:00,2025-07-07 06:00:00+07:00,48,2025-07-07 00:00:00+07:00,28,7,2025
88.83,0.0,100.0,28.37,2025-07-07 06:49:09+07:00,2025-07-07 06:00:00+07:00,49,2025-07-07 00:00:00+07:00,28,7,2025
88.81,0.0,100.0,28.37,2025-07-07 06:49:39+07:00,2025-07-07 06:00:00+07:00,49,2025-07-07 00:00:00+07:00,28,7,2025
88.82,0.0,100.0,28.39,2025-07-07 06:50:09+07:00,2025-07-07 06:00:00+07:00,50,2025-07-07 00:00:00+07:00,28,7,2025
88.82,0.0,100.0,28.39,2025-07-07 06:50:39+07:00,2025-07-07 06:00:00+07:00,50,2025-07-07 00:00:00+07:00,28,7,2025
88.81,0.0,100.0,28.4,2025-07-07 06:51:09+07:00,2025-07-07 06:00:00+07:00,51,2025-07-07 00:00:00+07:00,28,7,2025
88.82,0.0,100.0,28.4,2025-07-07 06:51:39+07:00,2025-07-07 06:00:00+07:00,51,2025-07-07 00:00:00+07:00,28,7,2025
88.81,0.0,100.0,28.41,2025-07-07 06:52:09+07:00,2025-07-07 06:00:00+07:00,52,2025-07-07 00:00:00+07:00,28,7,2025
88.81,0.0,100.0,28.41,2025-07-07 06:52:39+07:00,2025-07-07 06:00:00+07:00,52,2025-07-07 00:00:00+07:00,28,7,2025
88.81,0.0,100.0,28.41,2025-07-07 06:53:09+07:00,2025-07-07 06:00:00+07:00,53,2025-07-07 00:00:00+07:00,28,7,2025
88.8,0.0,100.0,28.4,2025-07-07 06:53:39+07:00,2025-07-07 06:00:00+07:00,53,2025-07-07 00:00:00+07:00,28,7,2025
88.88,0.0,100.0,28.39,2025-07-07 06:54:09+07:00,2025-07-07 06:00:00+07:00,54,2025-07-07 00:00:00+07:00,28,7,2025
88.88,0.0,100.0,28.4,2025-07-07 06:54:39+07:00,2025-07-07 06:00:00+07:00,54,2025-07-07 00:00:00+07:00,28,7,2025
88.82,0.0,100.0,28.4,2025-07-07 06:55:09+07:00,2025-07-07 06:00:00+07:00,55,2025-07-07 00:00:00+07:00,28,7,2025
88.73,0.0,100.0,28.43,2025-07-07 06:55:39+07:00,2025-07-07 06:00:00+07:00,55,2025-07-07 00:00:00+07:00,28,7,2025
88.67,0.0,100.0,28.45,2025-07-07 06:56:09+07:00,2025-07-07 06:00:00+07:00,56,2025-07-07 00:00:00+07:00,28,7,2025
88.67,0.0,100.0,28.43,2025-07-07 06:56:39+07:00,2025-07-07 06:00:00+07:00,56,2025-07-07 00:00:00+07:00,28,7,2025
88.63,0.0,100.0,28.43,2025-07-07 06:57:09+07:00,2025-07-07 06:00:00+07:00,57,2025-07-07 00:00:00+07:00,28,7,2025
88.64,0.0,100.0,28.43,2025-07-07 06:57:39+07:00,2025-07-07 06:00:00+07:00,57,2025-07-07 00:00:00+07:00,28,7,2025
88.6,0.0,100.0,28.44,2025-07-07 06:58:09+07:00,2025-07-07 06:00:00+07:00,58,2025-07-07 00:00:00+07:00,28,7,2025
88.6,0.0,100.0,28.45,2025-07-07 06:58:39+07:00,2025-07-07 06:00:00+07:00,58,2025-07-07 00:00:00+07:00,28,7,2025
88.55,0.0,100.0,28.44,2025-07-07 06:59:09+07:00,2025-07-07 06:00:00+07:00,59,2025-07-07 00:00:00+07:00,28,7,2025
88.56,0.0,100.0,28.45,2025-07-07 06:59:39+07:00,2025-07-07 06:00:00+07:00,59,2025-07-07 00:00:00+07:00,28,7,2025
88.52,0.0,100.0,28.44,2025-07-07 07:00:09+07:00,2025-07-07 07:00:00+07:00,0,2025-07-07 00:00:00+07:00,28,7,2025
88.48,0.0,100.0,28.45,2025-07-07 07:00:39+07:00,2025-07-07 07:00:00+07:00,0,2025-07-07 00:00:00+07:00,28,7,2025
88.53,0.0,100.0,28.47,2025-07-07 07:01:09+07:00,2025-07-07 07:00:00+07:00,1,2025-07-07 00:00:00+07:00,28,7,2025
88.58,0.0,100.0,28.45,2025-07-07 07:01:39+07:00,2025-07-07 07:00:00+07:00,1,2025-07-07 00:00:00+07:00,28,7,2025
88.63,0.0,100.0,28.48,2025-07-07 07:02:09+07:00,2025-07-07 07:00:00+07:00,2,2025-07-07 00:00:00+07:00,28,7,2025
88.58,0.0,100.0,28.47,2025-07-07 07:02:39+07:00,2025-07-07 07:00:00+07:00,2,2025-07-07 00:00:00+07:00,28,7,2025
88.63,0.0,100.0,28.5,2025-07-07 07:03:09+07:00,2025-07-07 07:00:00+07:00,3,2025-07-07 00:00:00+07:00,28,7,2025
88.61,0.0,100.0,28.53,2025-07-07 07:03:39+07:00,2025-07-07 07:00:00+07:00,3,2025-07-07 00:00:00+07:00,28,7,2025
88.64,0.0,100.0,28.51,2025-07-07 07:04:09+07:00,2025-07-07 07:00:00+07:00,4,2025-07-07 00:00:00+07:00,28,7,2025
88.57,0.0,100.0,28.5,2025-07-07 07:04:39+07:00,2025-07-07 07:00:00+07:00,4,2025-07-07 00:00:00+07:00,28,7,2025
88.6,0.0,100.0,28.51,2025-07-07 07:05:09+07:00,2025-07-07 07:00:00+07:00,5,2025-07-07 00:00:00+07:00,28,7,2025
88.63,0.0,100.0,28.54,2025-07-07 07:05:39+07:00,2025-07-07 07:00:00+07:00,5,2025-07-07 00:00:00+07:00,28,7,2025
88.7,0.0,100.0,28.55,2025-07-07 07:06:09+07:00,2025-07-07 07:00:00+07:00,6,2025-07-07 00:00:00+07:00,28,7,2025
88.71,0.0,100.0,28.54,2025-07-07 07:06:39+07:00,2025-07-07 07:00:00+07:00,6,2025-07-07 00:00:00+07:00,28,7,2025
88.71,0.0,100.0,28.55,2025-07-07 07:07:09+07:00,2025-07-07 07:00:00+07:00,7,2025-07-07 00:00:00+07:00,28,7,2025
88.71,0.0,100.0,28.55,2025-07-07 07:07:39+07:00,2025-07-07 07:00:00+07:00,7,2025-07-07 00:00:00+07:00,28,7,2025
88.73,0.0,100.0,28.55,2025-07-07 07:08:09+07:00,2025-07-07 07:00:00+07:00,8,2025-07-07 00:00:00+07:00,28,7,2025
88.7,0.0,100.0,28.57,2025-07-07 07:08:39+07:00,2025-07-07 07:00:00+07:00,8,2025-07-07 00:00:00+07:00,28,7,2025
88.71,0.0,100.0,28.57,2025-07-07 07:09:09+07:00,2025-07-07 07:00:00+07:00,9,2025-07-07 00:00:00+07:00,28,7,2025
88.61,0.0,100.0,28.57,2025-07-07 07:09:39+07:00,2025-07-07 07:00:00+07:00,9,2025-07-07 00:00:00+07:00,28,7,2025
88.59,0.0,100.0,28.57,2025-07-07 07:10:09+07:00,2025-07-07 07:00:00+07:00,10,2025-07-07 00:00:00+07:00,28,7,2025
88.51,0.0,100.0,28.58,2025-07-07 07:10:39+07:00,2025-07-07 07:00:00+07:00,10,2025-07-07 00:00:00+07:00,28,7,2025
88.49,0.0,100.0,28.58,2025-07-07 07:11:09+07:00,2025-07-07 07:00:00+07:00,11,2025-07-07 00:00:00+07:00,28,7,2025
88.37,0.0,100.0,28.57,2025-07-07 07:11:39+07:00,2025-07-07 07:00:00+07:00,11,2025-07-07 00:00:00+07:00,28,7,2025
88.34,0.0,100.0,28.57,2025-07-07 07:12:09+07:00,2025-07-07 07:00:00+07:00,12,2025-07-07 00:00:00+07:00,28,7,2025
88.33,0.0,100.0,28.58,2025-07-07 07:12:39+07:00,2025-07-07 07:00:00+07:00,12,2025-07-07 00:00:00+07:00,28,7,2025
88.31,0.0,100.0,28.57,2025-07-07 07:13:09+07:00,2025-07-07 07:00:00+07:00,13,2025-07-07 00:00:00+07:00,28,7,2025
88.31,0.0,100.0,28.61,2025-07-07 07:13:39+07:00,2025-07-07 07:00:00+07:00,13,2025-07-07 00:00:00+07:00,28,7,2025
88.25,0.0,100.0,28.61,2025-07-07 07:14:09+07:00,2025-07-07 07:00:00+07:00,14,2025-07-07 00:00:00+07:00,28,7,2025
88.18,0.0,100.0,28.58,2025-07-07 07:14:39+07:00,2025-07-07 07:00:00+07:00,14,2025-07-07 00:00:00+07:00,28,7,2025
88.17,0.0,100.0,28.58,2025-07-07 07:15:09+07:00,2025-07-07 07:00:00+07:00,15,2025-07-07 00:00:00+07:00,28,7,2025
88.2,0.0,100.0,28.58,2025-07-07 07:15:39+07:00,2025-07-07 07:00:00+07:00,15,2025-07-07 00:00:00+07:00,28,7,2025
88.27,0.0,100.0,28.58,2025-07-07 07:16:09+07:00,2025-07-07 07:00:00+07:00,16,2025-07-07 00:00:00+07:00,28,7,2025
88.31,0.0,100.0,28.6,2025-07-07 07:16:39+07:00,2025-07-07 07:00:00+07:00,16,2025-07-07 00:00:00+07:00,28,7,2025
88.31,0.0,100.0,28.6,2025-07-07 07:17:09+07:00,2025-07-07 07:00:00+07:00,17,2025-07-07 00:00:00+07:00,28,7,2025
88.34,0.0,100.0,28.6,2025-07-07 07:17:39+07:00,2025-07-07 07:00:00+07:00,17,2025-07-07 00:00:00+07:00,28,7,2025
88.41,0.0,100.0,28.58,2025-07-07 07:18:09+07:00,2025-07-07 07:00:00+07:00,18,2025-07-07 00:00:00+07:00,28,7,2025
88.46,0.0,100.0,28.58,2025-07-07 07:18:39+07:00,2025-07-07 07:00:00+07:00,18,2025-07-07 00:00:00+07:00,28,7,2025
88.46,0.0,100.0,28.6,2025-07-07 07:19:09+07:00,2025-07-07 07:00:00+07:00,19,2025-07-07 00:00:00+07:00,28,7,2025
88.46,0.0,100.0,28.58,2025-07-07 07:19:39+07:00,2025-07-07 07:00:00+07:00,19,2025-07-07 00:00:00+07:00,28,7,2025
88.43,0.0,100.0,28.63,2025-07-07 07:20:09+07:00,2025-07-07 07:00:00+07:00,20,2025-07-07 00:00:00+07:00,28,7,2025
88.41,0.0,100.0,28.61,2025-07-07 07:20:39+07:00,2025-07-07 07:00:00+07:00,20,2025-07-07 00:00:00+07:00,28,7,2025
88.43,0.0,100.0,28.57,2025-07-07 07:21:09+07:00,2025-07-07 07:00:00+07:00,21,2025-07-07 00:00:00+07:00,28,7,2025
88.4,0.0,100.0,28.58,2025-07-07 07:21:39+07:00,2025-07-07 07:00:00+07:00,21,2025-07-07 00:00:00+07:00,28,7,2025
88.39,0.0,100.0,28.61,2025-07-07 07:22:09+07:00,2025-07-07 07:00:00+07:00,22,2025-07-07 00:00:00+07:00,28,7,2025
88.4,0.0,100.0,28.57,2025-07-07 07:22:39+07:00,2025-07-07 07:00:00+07:00,22,2025-07-07 00:00:00+07:00,28,7,2025
88.38,0.0,100.0,28.58,2025-07-07 07:23:09+07:00,2025-07-07 07:00:00+07:00,23,2025-07-07 00:00:00+07:00,28,7,2025
88.38,0.0,100.0,28.61,2025-07-07 07:23:39+07:00,2025-07-07 07:00:00+07:00,23,2025-07-07 00:00:00+07:00,28,7,2025
88.38,0.0,100.0,28.6,2025-07-07 07:24:09+07:00,2025-07-07 07:00:00+07:00,24,2025-07-07 00:00:00+07:00,28,7,2025
88.39,0.0,100.0,28.63,2025-07-07 07:24:39+07:00,2025-07-07 07:00:00+07:00,24,2025-07-07 00:00:00+07:00,28,7,2025
88.38,0.0,100.0,28.6,2025-07-07 07:25:09+07:00,2025-07-07 07:00:00+07:00,25,2025-07-07 00:00:00+07:00,28,7,2025
88.36,0.0,100.0,28.61,2025-07-07 07:25:39+07:00,2025-07-07 07:00:00+07:00,25,2025-07-07 00:00:00+07:00,28,7,2025
88.34,0.0,100.0,28.61,2025-07-07 07:26:09+07:00,2025-07-07 07:00:00+07:00,26,2025-07-07 00:00:00+07:00,28,7,2025
88.3,0.0,100.0,28.6,2025-07-07 07:26:39+07:00,2025-07-07 07:00:00+07:00,26,2025-07-07 00:00:00+07:00,28,7,2025
88.28,0.0,100.0,28.61,2025-07-07 07:27:09+07:00,2025-07-07 07:00:00+07:00,27,2025-07-07 00:00:00+07:00,28,7,2025
88.19,0.0,100.0,28.63,2025-07-07 07:27:39+07:00,2025-07-07 07:00:00+07:00,27,2025-07-07 00:00:00+07:00,28,7,2025
88.19,0.0,100.0,28.61,2025-07-07 07:28:09+07:00,2025-07-07 07:00:00+07:00,28,2025-07-07 00:00:00+07:00,28,7,2025
88.16,0.0,100.0,28.63,2025-07-07 07:28:39+07:00,2025-07-07 07:00:00+07:00,28,2025-07-07 00:00:00+07:00,28,7,2025
88.14,0.0,100.0,28.63,2025-07-07 07:29:09+07:00,2025-07-07 07:00:00+07:00,29,2025-07-07 00:00:00+07:00,28,7,2025
88.15,0.0,100.0,28.61,2025-07-07 07:29:39+07:00,2025-07-07 07:00:00+07:00,29,2025-07-07 00:00:00+07:00,28,7,2025
88.13,0.0,100.0,28.63,2025-07-07 07:30:09+07:00,2025-07-07 07:00:00+07:00,30,2025-07-07 00:00:00+07:00,28,7,2025
88.08,0.0,100.0,28.63,2025-07-07 07:30:39+07:00,2025-07-07 07:00:00+07:00,30,2025-07-07 00:00:00+07:00,28,7,2025
88.02,0.0,100.0,28.6,2025-07-07 07:31:09+07:00,2025-07-07 07:00:00+07:00,31,2025-07-07 00:00:00+07:00,28,7,2025
88.0,0.0,100.0,28.63,2025-07-07 07:31:39+07:00,2025-07-07 07:00:00+07:00,31,2025-07-07 00:00:00+07:00,28,7,2025
87.92,0.0,100.0,28.61,2025-07-07 07:32:09+07:00,2025-07-07 07:00:00+07:00,32,2025-07-07 00:00:00+07:00,28,7,2025
87.95,0.0,100.0,28.63,2025-07-07 07:32:39+07:00,2025-07-07 07:00:00+07:00,32,2025-07-07 00:00:00+07:00,28,7,2025
87.92,0.0,100.0,28.63,2025-07-07 07:33:09+07:00,2025-07-07 07:00:00+07:00,33,2025-07-07 00:00:00+07:00,28,7,2025
87.92,0.0,100.0,28.64,2025-07-07 07:33:39+07:00,2025-07-07 07:00:00+07:00,33,2025-07-07 00:00:00+07:00,28,7,2025
87.96,0.0,100.0,28.63,2025-07-07 07:34:09+07:00,2025-07-07 07:00:00+07:00,34,2025-07-07 00:00:00+07:00,28,7,2025
87.99,0.0,100.0,28.64,2025-07-07 07:34:39+07:00,2025-07-07 07:00:00+07:00,34,2025-07-07 00:00:00+07:00,28,7,2025
87.98,0.0,100.0,28.61,2025-07-07 07:35:09+07:00,2025-07-07 07:00:00+07:00,35,2025-07-07 00:00:00+07:00,28,7,2025
87.98,0.0,100.0,28.61,2025-07-07 07:35:39+07:00,2025-07-07 07:00:00+07:00,35,2025-07-07 00:00:00+07:00,28,7,2025
87.98,0.0,100.0,28.63,2025-07-07 07:36:09+07:00,2025-07-07 07:00:00+07:00,36,2025-07-07 00:00:00+07:00,28,7,2025
87.96,0.0,100.0,28.64,2025-07-07 07:36:39+07:00,2025-07-07 07:00:00+07:00,36,2025-07-07 00:00:00+07:00,28,7,2025
87.96,0.0,100.0,28.61,2025-07-07 07:37:09+07:00,2025-07-07 07:00:00+07:00,37,2025-07-07 00:00:00+07:00,28,7,2025
87.9,0.0,100.0,28.61,2025-07-07 07:37:39+07:00,2025-07-07 07:00:00+07:00,37,2025-07-07 00:00:00+07:00,28,7,2025
87.92,0.0,100.0,28.6,2025-07-07 07:38:09+07:00,2025-07-07 07:00:00+07:00,38,2025-07-07 00:00:00+07:00,28,7,2025
87.89,0.0,100.0,28.61,2025-07-07 07:38:39+07:00,2025-07-07 07:00:00+07:00,38,2025-07-07 00:00:00+07:00,28,7,2025
87.9,0.0,100.0,28.6,2025-07-07 07:39:09+07:00,2025-07-07 07:00:00+07:00,39,2025-07-07 00:00:00+07:00,28,7,2025
87.91,0.0,100.0,28.61,2025-07-07 07:39:39+07:00,2025-07-07 07:00:00+07:00,39,2025-07-07 00:00:00+07:00,28,7,2025
87.89,0.0,100.0,28.63,2025-07-07 07:40:09+07:00,2025-07-07 07:00:00+07:00,40,2025-07-07 00:00:00+07:00,28,7,2025
87.94,0.0,100.0,28.63,2025-07-07 07:40:39+07:00,2025-07-07 07:00:00+07:00,40,2025-07-07 00:00:00+07:00,28,7,2025
87.9,0.0,100.0,28.64,2025-07-07 07:41:09+07:00,2025-07-07 07:00:00+07:00,41,2025-07-07 00:00:00+07:00,28,7,2025
87.89,0.0,100.0,28.61,2025-07-07 07:41:39+07:00,2025-07-07 07:00:00+07:00,41,2025-07-07 00:00:00+07:00,28,7,2025
87.85,0.0,100.0,28.6,2025-07-07 07:42:09+07:00,2025-07-07 07:00:00+07:00,42,2025-07-07 00:00:00+07:00,28,7,2025
87.79,0.0,100.0,28.64,2025-07-07 07:42:39+07:00,2025-07-07 07:00:00+07:00,42,2025-07-07 00:00:00+07:00,28,7,2025
87.84,0.0,100.0,28.6,2025-07-07 07:43:09+07:00,2025-07-07 07:00:00+07:00,43,2025-07-07 00:00:00+07:00,28,7,2025
87.86,0.0,100.0,28.64,2025-07-07 07:43:39+07:00,2025-07-07 07:00:00+07:00,43,2025-07-07 00:00:00+07:00,28,7,2025
87.83,0.0,100.0,28.61,2025-07-07 07:44:09+07:00,2025-07-07 07:00:00+07:00,44,2025-07-07 00:00:00+07:00,28,7,2025
87.82,0.0,100.0,28.63,2025-07-07 07:44:39+07:00,2025-07-07 07:00:00+07:00,44,2025-07-07 00:00:00+07:00,28,7,2025
87.81,0.0,100.0,28.61,2025-07-07 07:45:09+07:00,2025-07-07 07:00:00+07:00,45,2025-07-07 00:00:00+07:00,28,7,2025
87.81,0.0,100.0,28.63,2025-07-07 07:45:39+07:00,2025-07-07 07:00:00+07:00,45,2025-07-07 00:00:00+07:00,28,7,2025
87.85,0.0,100.0,28.6,2025-07-07 07:46:09+07:00,2025-07-07 07:00:00+07:00,46,2025-07-07 00:00:00+07:00,28,7,2025
87.84,0.0,100.0,28.63,2025-07-07 07:46:39+07:00,2025-07-07 07:00:00+07:00,46,2025-07-07 00:00:00+07:00,28,7,2025
87.81,0.0,100.0,28.63,2025-07-07 07:47:09+07:00,2025-07-07 07:00:00+07:00,47,2025-07-07 00:00:00+07:00,28,7,2025
87.77,0.0,100.0,28.6,2025-07-07 07:47:39+07:00,2025-07-07 07:00:00+07:00,47,2025-07-07 00:00:00+07:00,28,7,2025
87.82,0.0,100.0,28.61,2025-07-07 07:48:09+07:00,2025-07-07 07:00:00+07:00,48,2025-07-07 00:00:00+07:00,28,7,2025
87.82,0.0,100.0,28.61,2025-07-07 07:48:39+07:00,2025-07-07 07:00:00+07:00,48,2025-07-07 00:00:00+07:00,28,7,2025
87.86,0.0,100.0,28.63,2025-07-07 07:49:09+07:00,2025-07-07 07:00:00+07:00,49,2025-07-07 00:00:00+07:00,28,7,2025
87.82,0.0,100.0,28.6,2025-07-07 07:49:39+07:00,2025-07-07 07:00:00+07:00,49,2025-07-07 00:00:00+07:00,28,7,2025
87.84,0.0,100.0,28.6,2025-07-07 07:50:09+07:00,2025-07-07 07:00:00+07:00,50,2025-07-07 00:00:00+07:00,28,7,2025
87.82,0.0,100.0,28.6,2025-07-07 07:50:39+07:00,2025-07-07 07:00:00+07:00,50,2025-07-07 00:00:00+07:00,28,7,2025
87.85,0.0,100.0,28.6,2025-07-07 07:51:09+07:00,2025-07-07 07:00:00+07:00,51,2025-07-07 00:00:00+07:00,28,7,2025
